 --------------------------------------------------------------------

     minimum       average       maximum  standard dev        std/av       %   rmn   rmx  TIMER
       0.623         0.624         0.625         0.001         0.001     3.7     2   4    coarse levels           
       0.338         0.339         0.339         0.000         0.001     2.0     4   1    refine                  
       0.276         0.276         0.276         0.000         0.000     1.6     3   4    load balance            
       1.242         1.250         1.257         0.006         0.005     7.3     1   3    particles               
       0.490         0.491         0.493         0.001         0.002     2.9     3   1    io                      
       0.118         0.124         0.129         0.004         0.035     0.7     1   2    hydro - set unew        
       0.116         0.124         0.141         0.010         0.082     0.7     3   1    courant                 
      12.647        12.684        12.727         0.036         0.003    74.6     1   4    hydro - godunov         
       0.567         0.608         0.645         0.033         0.055     3.6     4   2    hydro - rev ghostzones  
       0.095         0.098         0.102         0.002         0.023     0.6     3   1    hydro - set uold        
       0.024         0.024         0.025         0.001         0.029     0.1     4   3    cooling                 
       0.184         0.185         0.186         0.001         0.005     1.1     3   4    hydro - ghostzones      
       0.169         0.170         0.170         0.000         0.002     1.0     4   1    flag                    
      17.011     100.0    TOTAL
