 --------------------------------------------------------------------

     minimum       average       maximum  standard dev        std/av       %   rmn   rmx  TIMER
       0.884         0.885         0.886         0.001         0.001     4.0     1   4    coarse levels           
       0.434         0.435         0.435         0.000         0.001     2.0     4   1    refine                  
       0.346         0.346         0.346         0.000         0.000     1.6     3   4    load balance            
       1.635         1.645         1.652         0.006         0.004     7.4     1   3    particles               
       0.616         0.617         0.619         0.001         0.002     2.8     3   1    io                      
       0.152         0.160         0.166         0.005         0.033     0.7     1   2    hydro - set unew        
       0.157         0.167         0.190         0.013         0.080     0.8     3   1    courant                 
      16.442        16.509        16.566         0.053         0.003    74.3     2   4    hydro - godunov         
       0.752         0.806         0.877         0.051         0.063     3.6     4   2    hydro - rev ghostzones  
       0.124         0.127         0.131         0.002         0.018     0.6     3   1    hydro - set uold        
       0.030         0.032         0.033         0.001         0.029     0.1     4   3    cooling                 
       0.236         0.237         0.239         0.001         0.005     1.1     1   4    hydro - ghostzones      
       0.222         0.222         0.223         0.000         0.002     1.0     2   1    flag                    
      22.206     100.0    TOTAL
