 --------------------------------------------------------------------

     minimum       average       maximum  standard dev        std/av       %   rmn   rmx  TIMER
       1.132         1.133         1.134         0.001         0.001     3.7     2   4    coarse levels           
       0.590         0.591         0.592         0.001         0.001     1.9     4   1    refine                  
       0.469         0.469         0.469         0.000         0.000     1.5     3   4    load balance            
       2.386         2.400         2.410         0.009         0.004     7.8     1   3    particles               
       0.828         0.829         0.833         0.002         0.002     2.7     3   1    io                      
       0.212         0.222         0.230         0.007         0.031     0.7     1   2    hydro - set unew        
       0.216         0.228         0.259         0.018         0.078     0.7     3   1    courant                 
      22.640        22.727        22.836         0.080         0.004    74.3     2   4    hydro - godunov         
       1.015         1.119         1.212         0.077         0.069     3.7     4   2    hydro - rev ghostzones  
       0.171         0.177         0.182         0.004         0.023     0.6     3   1    hydro - set uold        
       0.042         0.043         0.045         0.001         0.030     0.1     4   3    cooling                 
       0.308         0.310         0.312         0.001         0.004     1.0     3   4    hydro - ghostzones      
       0.305         0.306         0.306         0.000         0.001     1.0     3   1    flag                    
      30.582     100.0    TOTAL
