 --------------------------------------------------------------------

     minimum       average       maximum  standard dev        std/av       %   rmn   rmx  TIMER
       0.946         0.947         0.948         0.001         0.001     3.9     2   4    coarse levels           
       0.475         0.476         0.476         0.000         0.001     1.9     4   1    refine                  
       0.375         0.375         0.375         0.000         0.000     1.5     3   4    load balance            
       1.923         1.935         1.942         0.007         0.004     7.9     1   3    particles               
       0.669         0.670         0.673         0.002         0.002     2.7     3   1    io                      
       0.169         0.178         0.184         0.006         0.034     0.7     1   2    hydro - set unew        
       0.173         0.184         0.210         0.015         0.083     0.8     3   1    courant                 
      18.035        18.115        18.191         0.062         0.003    74.0     2   4    hydro - godunov         
       0.821         0.893         0.978         0.061         0.068     3.7     4   2    hydro - rev ghostzones  
       0.138         0.141         0.145         0.003         0.020     0.6     3   1    hydro - set uold        
       0.033         0.035         0.036         0.001         0.031     0.1     4   3    cooling                 
       0.256         0.257         0.259         0.001         0.005     1.1     3   4    hydro - ghostzones      
       0.242         0.242         0.243         0.000         0.002     1.0     2   1    flag                    
      24.470     100.0    TOTAL
