 --------------------------------------------------------------------

     minimum       average       maximum  standard dev        std/av       %   rmn   rmx  TIMER
       0.280         0.281         0.281         0.000         0.001     3.1     2   4    coarse levels           
       0.178         0.178         0.179         0.000         0.001     2.0     4   2    refine                  
       0.150         0.150         0.150         0.000         0.000     1.7     3   4    load balance            
       0.657         0.660         0.662         0.002         0.003     7.4     1   3    particles               
       0.238         0.238         0.239         0.001         0.003     2.7     4   1    io                      
       0.063         0.066         0.069         0.002         0.034     0.7     1   2    hydro - set unew        
       0.058         0.062         0.070         0.005         0.075     0.7     2   1    courant                 
       6.700         6.722         6.738         0.014         0.002    75.3     2   4    hydro - godunov         
       0.303         0.318         0.341         0.014         0.046     3.6     4   2    hydro - rev ghostzones  
       0.049         0.050         0.052         0.001         0.020     0.6     3   1    hydro - set uold        
       0.012         0.013         0.013         0.000         0.029     0.1     4   3    cooling                 
       0.082         0.083         0.084         0.000         0.005     0.9     3   4    hydro - ghostzones      
       0.094         0.095         0.095         0.000         0.002     1.1     2   1    flag                    
       8.923     100.0    TOTAL
