 --------------------------------------------------------------------

     minimum       average       maximum  standard dev        std/av       %   rmn   rmx  TIMER
       1.851         1.853         1.855         0.002         0.001     3.5     2   4    coarse levels           
       1.017         1.019         1.020         0.001         0.001     1.9     4   1    refine                  
       0.812         0.812         0.812         0.000         0.000     1.5     3   4    load balance            
       4.043         4.076         4.125         0.031         0.008     7.6     1   4    particles               
       1.377         1.379         1.385         0.003         0.002     2.6     2   1    io                      
       0.377         0.393         0.404         0.010         0.026     0.7     1   2    hydro - set unew        
       0.409         0.466         0.530         0.043         0.092     0.9     4   1    courant                 
      39.680        39.845        40.092         0.171         0.004    74.8     2   4    hydro - godunov         
       1.737         1.976         2.151         0.164         0.083     3.7     4   2    hydro - rev ghostzones  
       0.298         0.307         0.313         0.006         0.018     0.6     3   1    hydro - set uold        
       0.074         0.076         0.079         0.002         0.026     0.1     4   3    cooling                 
       0.511         0.514         0.517         0.002         0.004     1.0     3   4    hydro - ghostzones      
       0.524         0.526         0.526         0.001         0.002     1.0     4   1    flag                    
      53.289     100.0    TOTAL
