 --------------------------------------------------------------------

     minimum       average       maximum  standard dev        std/av       %   rmn   rmx  TIMER
       1.837         1.839         1.841         0.002         0.001     3.5     2   4    coarse levels           
       1.008         1.009         1.010         0.001         0.001     1.9     4   1    refine                  
       0.812         0.812         0.812         0.000         0.000     1.5     3   4    load balance            
       4.005         4.038         4.086         0.030         0.008     7.6     1   4    particles               
       1.367         1.369         1.374         0.003         0.002     2.6     2   1    io                      
       0.373         0.389         0.400         0.010         0.027     0.7     1   2    hydro - set unew        
       0.405         0.463         0.527         0.043         0.093     0.9     4   1    courant                 
      39.323        39.483        39.725         0.168         0.004    74.8     2   4    hydro - godunov         
       1.724         1.958         2.127         0.161         0.082     3.7     4   2    hydro - rev ghostzones  
       0.295         0.304         0.310         0.006         0.018     0.6     3   1    hydro - set uold        
       0.073         0.075         0.078         0.002         0.025     0.1     4   3    cooling                 
       0.506         0.509         0.512         0.002         0.004     1.0     3   4    hydro - ghostzones      
       0.519         0.521         0.521         0.001         0.002     1.0     4   1    flag                    
      52.816     100.0    TOTAL
