 --------------------------------------------------------------------

     minimum       average       maximum  standard dev        std/av       %   rmn   rmx  TIMER
       0.065         0.065         0.066         0.000         0.001     2.8     2   4    coarse levels           
       0.051         0.051         0.051         0.000         0.002     2.2     4   2    refine                  
       0.049         0.049         0.049         0.000         0.000     2.1     1   4    load balance            
       0.169         0.170         0.172         0.001         0.008     7.2     1   3    particles               
       0.068         0.068         0.068         0.000         0.002     2.9     4   1    io                      
       0.017         0.018         0.019         0.001         0.031     0.8     4   2    hydro - set unew        
       0.011         0.013         0.015         0.001         0.108     0.5     3   1    courant                 
       1.778         1.784         1.789         0.004         0.002    75.6     1   4    hydro - godunov         
       0.078         0.082         0.087         0.004         0.046     3.5     4   1    hydro - rev ghostzones  
       0.013         0.014         0.015         0.001         0.057     0.6     2   4    hydro - set uold        
       0.003         0.003         0.003         0.000         0.037     0.1     4   2    cooling                 
       0.018         0.019         0.019         0.000         0.007     0.8     1   4    hydro - ghostzones      
       0.022         0.022         0.022         0.000         0.000     0.9     3   4    flag                    
       2.360     100.0    TOTAL
