 --------------------------------------------------------------------

     minimum       average       maximum  standard dev        std/av       %   rmn   rmx  TIMER
       1.416         1.417         1.419         0.001         0.001     3.6     2   4    coarse levels           
       0.762         0.763         0.764         0.001         0.001     1.9     4   1    refine                  
       0.608         0.608         0.608         0.000         0.000     1.5     3   4    load balance            
       3.057         3.087         3.132         0.028         0.009     7.8     1   4    particles               
       1.044         1.045         1.050         0.003         0.002     2.6     3   1    io                      
       0.278         0.292         0.301         0.008         0.029     0.7     1   2    hydro - set unew        
       0.315         0.368         0.423         0.038         0.104     0.9     4   1    courant                 
      29.330        29.463        29.623         0.117         0.004    74.4     2   4    hydro - godunov         
       1.315         1.469         1.609         0.113         0.077     3.7     4   2    hydro - rev ghostzones  
       0.222         0.228         0.233         0.004         0.019     0.6     3   1    hydro - set uold        
       0.053         0.055         0.057         0.002         0.028     0.1     4   3    cooling                 
       0.382         0.384         0.387         0.002         0.005     1.0     3   4    hydro - ghostzones      
       0.392         0.392         0.393         0.001         0.001     1.0     4   1    flag                    
      39.608     100.0    TOTAL
