 --------------------------------------------------------------------

     minimum       average       maximum  standard dev        std/av       %   rmn   rmx  TIMER
       1.672         1.674         1.676         0.001         0.001     3.5     2   4    coarse levels           
       0.914         0.916         0.916         0.001         0.001     1.9     4   1    refine                  
       0.735         0.735         0.735         0.000         0.000     1.5     3   2    load balance            
       3.646         3.679         3.726         0.030         0.008     7.7     1   4    particles               
       1.245         1.247         1.252         0.003         0.002     2.6     2   1    io                      
       0.336         0.352         0.361         0.010         0.029     0.7     1   2    hydro - set unew        
       0.366         0.423         0.486         0.042         0.100     0.9     4   1    courant                 
      35.554        35.718        35.940         0.157         0.004    74.7     2   4    hydro - godunov         
       1.562         1.778         1.950         0.151         0.085     3.7     4   2    hydro - rev ghostzones  
       0.267         0.276         0.281         0.006         0.020     0.6     3   1    hydro - set uold        
       0.066         0.068         0.071         0.002         0.026     0.1     4   3    cooling                 
       0.463         0.466         0.468         0.002         0.004     1.0     3   4    hydro - ghostzones      
       0.472         0.473         0.474         0.001         0.002     1.0     4   1    flag                    
      47.847     100.0    TOTAL
